0,0,0,0,0,3f80,3f800000,0,0
0,0,0,0,1,3f80,3f800000,0,0
0,0,0,0,2,3f80,3f800000,0,0
0,0,0,0,3,3f80,3f800000,0,0
0,0,0,1,0,3fc0,3fc00000,0,0
0,0,0,1,1,3fc0,3fc00000,0,0
0,0,0,1,2,3fc0,3fc00000,0,0
0,0,0,1,3,3fc0,3fc00000,0,0
0,0,0,2,0,4000,40004000,0,0
0,0,0,2,1,4000,40004000,0,0
0,0,0,2,2,4000,40004000,0,0
0,0,0,2,3,4000,40004000,0,0
0,0,0,3,0,4020,40200000,0,0
0,0,0,3,1,4020,40200000,0,0
0,0,0,3,2,4020,40200000,0,0
0,0,0,3,3,4020,40200000,0,0
0,1,1,0,0,3f80,3f800000,0,0
0,1,1,0,1,3f80,3f800000,0,0
0,1,1,0,2,3f80,3f800000,0,0
0,1,1,0,3,3f80,3f800000,0,0
0,1,1,1,0,3fc0,3fc00000,0,0
0,1,1,1,1,3fc0,3fc00000,0,0
0,1,1,1,2,3fc0,3fc00000,0,0
0,1,1,1,3,3fc0,3fc00000,0,0
0,1,1,2,0,4000,40004000,0,0
0,1,1,2,1,4000,40004000,0,0
0,1,1,2,2,4000,40004000,0,0
0,1,1,2,3,4000,40004000,0,0
0,1,1,3,0,4020,40200000,0,0
0,1,1,3,1,4020,40200000,0,0
0,1,1,3,2,4020,40200000,0,0
0,1,1,3,3,4020,40200000,0,0
0,2,2,0,0,3f80,3f800000,0,0
0,2,2,0,1,3f80,3f800000,0,0
0,2,2,0,2,3f80,3f800000,0,0
0,2,2,0,3,3f80,3f800000,0,0
0,2,2,1,0,3fc0,3fc00000,0,0
0,2,2,1,1,3fc0,3fc00000,0,0
0,2,2,1,2,3fc0,3fc00000,0,0
0,2,2,1,3,3fc0,3fc00000,0,0
0,2,2,2,0,4000,40004000,0,0
0,2,2,2,1,4000,40004000,0,0
0,2,2,2,2,4000,40004000,0,0
0,2,2,2,3,4000,40004000,0,0
0,2,2,3,0,4020,40200000,0,0
0,2,2,3,1,4020,40200000,0,0
0,2,2,3,2,4020,40200000,0,0
0,2,2,3,3,4020,40200000,0,0
0,3,3,0,0,3f80,3f800000,0,0
0,3,3,0,1,3f80,3f800000,0,0
0,3,3,0,2,3f80,3f800000,0,0
0,3,3,0,3,3f80,3f800000,0,0
0,3,3,1,0,3fc0,3fc00000,0,0
0,3,3,1,1,3fc0,3fc00000,0,0
0,3,3,1,2,3fc0,3fc00000,0,0
0,3,3,1,3,3fc0,3fc00000,0,0
0,3,3,2,0,4000,40004000,0,0
0,3,3,2,1,4000,40004000,0,0
0,3,3,2,2,4000,40004000,0,0
0,3,3,2,3,4000,40004000,0,0
0,3,3,3,0,4020,40200000,0,0
0,3,3,3,1,4020,40200000,0,0
0,3,3,3,2,4020,40200000,0,0
0,3,3,3,3,4020,40200000,1,0
1,0,4,0,0,3f80,3f800000,0,0
1,0,4,0,1,3f80,3f800000,0,0
1,0,4,0,2,3f80,3f800000,0,0
1,0,4,0,3,3f80,3f800000,0,0
1,0,4,1,0,3fc0,3fc00000,0,0
1,0,4,1,1,3fc0,3fc00000,0,0
1,0,4,1,2,3fc0,3fc00000,0,0
1,0,4,1,3,3fc0,3fc00000,0,0
1,0,4,2,0,4000,40004000,0,0
